book_name,book_description,book_author,category_name,book_image,book_cost,book_dislikes
Rational Bias,"Rational Bias examines the hidden patterns behind the workplace, drawing on research to explain why people think and act the way they do.",Priya Andersen,Psychology,https://placehold.co/400x600/6d597a/ffffff.png?text=Rational%20Bias&font=roboto,152,0
The Unconscious Bias,"The Unconscious Bias examines the hidden patterns behind everyday decisions, drawing on research to explain why people think and act the way they do.",Stephanie Sharma,Psychology,https://placehold.co/400x600/6d597a/ffffff.png?text=The%20Unconscious%20Bias&font=roboto,273,0
Hidden Memory,"Hidden Memory examines the hidden patterns behind everyday decisions, drawing on research to explain why people think and act the way they do.",Edward Kobayashi,Psychology,https://placehold.co/400x600/6d597a/ffffff.png?text=Hidden%20Memory&font=roboto,497,0
The Complex Habit,"The Complex Habit examines the hidden patterns behind the workplace, drawing on research to explain why people think and act the way they do.",Betty Marsh,Psychology,https://placehold.co/400x600/6d597a/ffffff.png?text=The%20Complex%20Habit&font=roboto,716,0
The Habit of Everyday Decisions,"The Habit of Everyday Decisions examines the hidden patterns behind everyday decisions, drawing on research to explain why people think and act the way they do.",Melissa Iyer,Psychology,https://placehold.co/400x600/6d597a/ffffff.png?text=The%20Habit%20of%20Everyday%20Decisions&font=roboto,235,0
Everyday Bias,"Everyday Bias examines the hidden patterns behind human relationships, drawing on research to explain why people think and act the way they do.",John Doyle,Psychology,https://placehold.co/400x600/6d597a/ffffff.png?text=Everyday%20Bias&font=roboto,174,0
Habit of Everyday Decisions,"Habit of Everyday Decisions examines the hidden patterns behind everyday decisions, drawing on research to explain why people think and act the way they do.",Oliver Ashford,Psychology,https://placehold.co/400x600/6d597a/ffffff.png?text=Habit%20of%20Everyday%20Decisions&font=roboto,660,0
Hidden Mind,"Hidden Mind examines the hidden patterns behind the workplace, drawing on research to explain why people think and act the way they do.",Linda Merrick,Psychology,https://placehold.co/400x600/6d597a/ffffff.png?text=Hidden%20Mind&font=roboto,887,0
The Quiet Mind,"The Quiet Mind examines the hidden patterns behind human relationships, drawing on research to explain why people think and act the way they do.",Chiara Osei,Psychology,https://placehold.co/400x600/6d597a/ffffff.png?text=The%20Quiet%20Mind&font=roboto,843,0
Motivation of Human Relationships,"Motivation of Human Relationships examines the hidden patterns behind human relationships, drawing on research to explain why people think and act the way they do.",Elizabeth Hayes,Psychology,https://placehold.co/400x600/6d597a/ffffff.png?text=Motivation%20of%20Human%20Relationships&font=roboto,293,0
The Unspoken Memory,"The Unspoken Memory examines the hidden patterns behind human relationships, drawing on research to explain why people think and act the way they do.",Mary Marsh,Psychology,https://placehold.co/400x600/6d597a/ffffff.png?text=The%20Unspoken%20Memory&font=roboto,796,0
The Rational Instinct,"The Rational Instinct examines the hidden patterns behind everyday decisions, drawing on research to explain why people think and act the way they do.",Divya O'Connell,Psychology,https://placehold.co/400x600/6d597a/ffffff.png?text=The%20Rational%20Instinct&font=roboto,323,0
The Complex Instinct,"The Complex Instinct examines the hidden patterns behind everyday decisions, drawing on research to explain why people think and act the way they do.",Joseph Iyer,Psychology,https://placehold.co/400x600/6d597a/ffffff.png?text=The%20Complex%20Instinct&font=roboto,758,0
Rational Instinct,"Rational Instinct examines the hidden patterns behind modern life, drawing on research to explain why people think and act the way they do.",Carol Grant,Psychology,https://placehold.co/400x600/6d597a/ffffff.png?text=Rational%20Instinct&font=roboto,849,0
The Hidden Behavior,"The Hidden Behavior examines the hidden patterns behind human relationships, drawing on research to explain why people think and act the way they do.",Rohan Ellison,Psychology,https://placehold.co/400x600/6d597a/ffffff.png?text=The%20Hidden%20Behavior&font=roboto,862,0
The Bias of Modern Life,"The Bias of Modern Life examines the hidden patterns behind modern life, drawing on research to explain why people think and act the way they do.",Ashley Moreau,Psychology,https://placehold.co/400x600/6d597a/ffffff.png?text=The%20Bias%20of%20Modern%20Life&font=roboto,190,0
The Hidden Bias,"The Hidden Bias examines the hidden patterns behind everyday decisions, drawing on research to explain why people think and act the way they do.",Joshua Kensington,Psychology,https://placehold.co/400x600/6d597a/ffffff.png?text=The%20Hidden%20Bias&font=roboto,859,0
Behavior of Modern Life,"Behavior of Modern Life examines the hidden patterns behind modern life, drawing on research to explain why people think and act the way they do.",Kavya Sutton,Psychology,https://placehold.co/400x600/6d597a/ffffff.png?text=Behavior%20of%20Modern%20Life&font=roboto,327,0
The Everyday Instinct,"The Everyday Instinct examines the hidden patterns behind the workplace, drawing on research to explain why people think and act the way they do.",George Kensington,Psychology,https://placehold.co/400x600/6d597a/ffffff.png?text=The%20Everyday%20Instinct&font=roboto,153,0
Rabbit of a Sunny Meadow,"Rabbit of a Sunny Meadow is a gentle, illustrated story about a small adventure in a sunny meadow, perfect for reading aloud at bedtime.",Edward Kobayashi,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Rabbit%20of%20a%20Sunny%20Meadow&font=roboto,668,0
Garden of a Small Village,"Garden of a Small Village is a gentle, illustrated story about a small adventure in a small village, perfect for reading aloud at bedtime.",Michael Doyle,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Garden%20of%20a%20Small%20Village&font=roboto,264,0
Treehouse of a Cozy Forest,"Treehouse of a Cozy Forest is a gentle, illustrated story about a small adventure in a cozy forest, perfect for reading aloud at bedtime.",Daniel Hayes,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Treehouse%20of%20a%20Cozy%20Forest&font=roboto,204,0
The Garden of a Faraway Land,"The Garden of a Faraway Land is a gentle, illustrated story about a small adventure in a faraway land, perfect for reading aloud at bedtime.",Paul Merrick,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Garden%20of%20a%20Faraway%20Land&font=roboto,780,0
Little Rabbit,"Little Rabbit is a gentle, illustrated story about a small adventure in a sunny meadow, perfect for reading aloud at bedtime.",Freya Marsh,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Little%20Rabbit&font=roboto,310,0
The Happy Rabbit,"The Happy Rabbit is a gentle, illustrated story about a small adventure in a sunny meadow, perfect for reading aloud at bedtime.",Steven Delacroix,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Happy%20Rabbit&font=roboto,755,0
The Garden of a Small Village,"The Garden of a Small Village is a gentle, illustrated story about a small adventure in a small village, perfect for reading aloud at bedtime.",Sandra Grant,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Garden%20of%20a%20Small%20Village&font=roboto,482,0
Garden of a Faraway Land,"Garden of a Faraway Land is a gentle, illustrated story about a small adventure in a faraway land, perfect for reading aloud at bedtime.",Betty Winters,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Garden%20of%20a%20Faraway%20Land&font=roboto,374,0
The Happy Treehouse,"The Happy Treehouse is a gentle, illustrated story about a small adventure in a sunny meadow, perfect for reading aloud at bedtime.",Vikram Whitfield,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Happy%20Treehouse&font=roboto,370,0
Curious Dragon,"Curious Dragon is a gentle, illustrated story about a small adventure in a small village, perfect for reading aloud at bedtime.",Sarah Osei,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Curious%20Dragon&font=roboto,886,0
Star of a Cozy Forest,"Star of a Cozy Forest is a gentle, illustrated story about a small adventure in a cozy forest, perfect for reading aloud at bedtime.",Brian Sinclair,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Star%20of%20a%20Cozy%20Forest&font=roboto,181,0
The Silly Adventure,"The Silly Adventure is a gentle, illustrated story about a small adventure in a sunny meadow, perfect for reading aloud at bedtime.",Aditya Osei,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Silly%20Adventure&font=roboto,577,0
Garden of a Sunny Meadow,"Garden of a Sunny Meadow is a gentle, illustrated story about a small adventure in a sunny meadow, perfect for reading aloud at bedtime.",Kavya Nakamura,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Garden%20of%20a%20Sunny%20Meadow&font=roboto,649,0
Treehouse of a Small Village,"Treehouse of a Small Village is a gentle, illustrated story about a small adventure in a small village, perfect for reading aloud at bedtime.",Mary Marlow,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Treehouse%20of%20a%20Small%20Village&font=roboto,401,0
Dragon of a Cozy Forest,"Dragon of a Cozy Forest is a gentle, illustrated story about a small adventure in a cozy forest, perfect for reading aloud at bedtime.",Karen Andersen,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Dragon%20of%20a%20Cozy%20Forest&font=roboto,154,0
Little Bear,"Little Bear is a gentle, illustrated story about a small adventure in a faraway land, perfect for reading aloud at bedtime.",Sofia Hayes,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Little%20Bear&font=roboto,584,0
Happy Rabbit,"Happy Rabbit is a gentle, illustrated story about a small adventure in a faraway land, perfect for reading aloud at bedtime.",Mateo Sutton,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Happy%20Rabbit&font=roboto,234,0
The Magical Garden,"The Magical Garden is a gentle, illustrated story about a small adventure in a cozy forest, perfect for reading aloud at bedtime.",Melissa Redwood,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Magical%20Garden&font=roboto,393,0
The Little Treehouse,"The Little Treehouse is a gentle, illustrated story about a small adventure in a small village, perfect for reading aloud at bedtime.",Daniel Osei,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Little%20Treehouse&font=roboto,733,0
Curious Friend,"Curious Friend is a gentle, illustrated story about a small adventure in a faraway land, perfect for reading aloud at bedtime.",James Reed,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Curious%20Friend&font=roboto,543,0
The Star of a Faraway Land,"The Star of a Faraway Land is a gentle, illustrated story about a small adventure in a faraway land, perfect for reading aloud at bedtime.",Andrew O'Connell,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Star%20of%20a%20Faraway%20Land&font=roboto,704,0
Friend of a Sunny Meadow,"Friend of a Sunny Meadow is a gentle, illustrated story about a small adventure in a sunny meadow, perfect for reading aloud at bedtime.",Lucas Blackwood,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Friend%20of%20a%20Sunny%20Meadow&font=roboto,201,0
The Magical Friend,"The Magical Friend is a gentle, illustrated story about a small adventure in a faraway land, perfect for reading aloud at bedtime.",Jennifer Blackwood,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Magical%20Friend&font=roboto,524,0
Garden of a Cozy Forest,"Garden of a Cozy Forest is a gentle, illustrated story about a small adventure in a cozy forest, perfect for reading aloud at bedtime.",Brian Sutton,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Garden%20of%20a%20Cozy%20Forest&font=roboto,701,0
The Happy Garden,"The Happy Garden is a gentle, illustrated story about a small adventure in a cozy forest, perfect for reading aloud at bedtime.",Carol Thorne,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Happy%20Garden&font=roboto,422,0
Silly Bear,"Silly Bear is a gentle, illustrated story about a small adventure in a sunny meadow, perfect for reading aloud at bedtime.",Deborah Thorne,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Silly%20Bear&font=roboto,612,0
Brave Treehouse,"Brave Treehouse is a gentle, illustrated story about a small adventure in a small village, perfect for reading aloud at bedtime.",Rahul O'Connell,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Brave%20Treehouse&font=roboto,525,0
The Tiny Treehouse,"The Tiny Treehouse is a gentle, illustrated story about a small adventure in a sunny meadow, perfect for reading aloud at bedtime.",William Hartley,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Tiny%20Treehouse&font=roboto,332,0
The Rabbit of a Cozy Forest,"The Rabbit of a Cozy Forest is a gentle, illustrated story about a small adventure in a cozy forest, perfect for reading aloud at bedtime.",Emily Grant,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Rabbit%20of%20a%20Cozy%20Forest&font=roboto,862,0
Adventure of a Cozy Forest,"Adventure of a Cozy Forest is a gentle, illustrated story about a small adventure in a cozy forest, perfect for reading aloud at bedtime.",Chiara Bennett,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Adventure%20of%20a%20Cozy%20Forest&font=roboto,449,0
Curious Treehouse,"Curious Treehouse is a gentle, illustrated story about a small adventure in a small village, perfect for reading aloud at bedtime.",Rohan Delacroix,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Curious%20Treehouse&font=roboto,809,0
The Silly Garden,"The Silly Garden is a gentle, illustrated story about a small adventure in a sunny meadow, perfect for reading aloud at bedtime.",Robert Lockhart,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Silly%20Garden&font=roboto,681,0
The Friend of a Small Village,"The Friend of a Small Village is a gentle, illustrated story about a small adventure in a small village, perfect for reading aloud at bedtime.",Elena Moreau,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Friend%20of%20a%20Small%20Village&font=roboto,830,0
Happy Star,"Happy Star is a gentle, illustrated story about a small adventure in a cozy forest, perfect for reading aloud at bedtime.",Michelle Ellison,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Happy%20Star&font=roboto,415,0
Friend of a Small Village,"Friend of a Small Village is a gentle, illustrated story about a small adventure in a small village, perfect for reading aloud at bedtime.",Michael Whitfield,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Friend%20of%20a%20Small%20Village&font=roboto,510,0
The Adventure of a Cozy Forest,"The Adventure of a Cozy Forest is a gentle, illustrated story about a small adventure in a cozy forest, perfect for reading aloud at bedtime.",Freya Redwood,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Adventure%20of%20a%20Cozy%20Forest&font=roboto,335,0
The Little Friend,"The Little Friend is a gentle, illustrated story about a small adventure in a cozy forest, perfect for reading aloud at bedtime.",Meera Harrow,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Little%20Friend&font=roboto,527,0
Bear of a Small Village,"Bear of a Small Village is a gentle, illustrated story about a small adventure in a small village, perfect for reading aloud at bedtime.",George Whitfield,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Bear%20of%20a%20Small%20Village&font=roboto,530,0
Curious Star,"Curious Star is a gentle, illustrated story about a small adventure in a sunny meadow, perfect for reading aloud at bedtime.",Patricia Hartley,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Curious%20Star&font=roboto,660,0
Friend of a Cozy Forest,"Friend of a Cozy Forest is a gentle, illustrated story about a small adventure in a cozy forest, perfect for reading aloud at bedtime.",James Kobayashi,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Friend%20of%20a%20Cozy%20Forest&font=roboto,668,0
The Treehouse of a Small Village,"The Treehouse of a Small Village is a gentle, illustrated story about a small adventure in a small village, perfect for reading aloud at bedtime.",Charles Andersen,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Treehouse%20of%20a%20Small%20Village&font=roboto,895,0
Friendly Rabbit,"Friendly Rabbit is a gentle, illustrated story about a small adventure in a faraway land, perfect for reading aloud at bedtime.",Jennifer Sinclair,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Friendly%20Rabbit&font=roboto,843,0
The Silly Bear,"The Silly Bear is a gentle, illustrated story about a small adventure in a faraway land, perfect for reading aloud at bedtime.",Donald Delacroix,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Silly%20Bear&font=roboto,514,0
The Friendly Bear,"The Friendly Bear is a gentle, illustrated story about a small adventure in a cozy forest, perfect for reading aloud at bedtime.",Noah Lockhart,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Friendly%20Bear&font=roboto,433,0
Rabbit of a Faraway Land,"Rabbit of a Faraway Land is a gentle, illustrated story about a small adventure in a faraway land, perfect for reading aloud at bedtime.",Barbara Kapoor,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Rabbit%20of%20a%20Faraway%20Land&font=roboto,552,0
The Adventure of a Faraway Land,"The Adventure of a Faraway Land is a gentle, illustrated story about a small adventure in a faraway land, perfect for reading aloud at bedtime.",Deborah Winters,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Adventure%20of%20a%20Faraway%20Land&font=roboto,530,0
The Silly Friend,"The Silly Friend is a gentle, illustrated story about a small adventure in a small village, perfect for reading aloud at bedtime.",Michelle Delacroix,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Silly%20Friend&font=roboto,723,0
Silly Adventure,"Silly Adventure is a gentle, illustrated story about a small adventure in a faraway land, perfect for reading aloud at bedtime.",Rohan Sinclair,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Silly%20Adventure&font=roboto,750,0
The Curious Garden,"The Curious Garden is a gentle, illustrated story about a small adventure in a small village, perfect for reading aloud at bedtime.",Yuki Nakamura,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Curious%20Garden&font=roboto,492,0
The Magical Rabbit,"The Magical Rabbit is a gentle, illustrated story about a small adventure in a sunny meadow, perfect for reading aloud at bedtime.",Kavya Vance,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Magical%20Rabbit&font=roboto,573,0
Star of a Faraway Land,"Star of a Faraway Land is a gentle, illustrated story about a small adventure in a faraway land, perfect for reading aloud at bedtime.",Jennifer Ashford,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Star%20of%20a%20Faraway%20Land&font=roboto,748,0
The Treehouse of a Cozy Forest,"The Treehouse of a Cozy Forest is a gentle, illustrated story about a small adventure in a cozy forest, perfect for reading aloud at bedtime.",Patricia Carter,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Treehouse%20of%20a%20Cozy%20Forest&font=roboto,306,0
The Treehouse of a Sunny Meadow,"The Treehouse of a Sunny Meadow is a gentle, illustrated story about a small adventure in a sunny meadow, perfect for reading aloud at bedtime.",Joshua Kensington,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Treehouse%20of%20a%20Sunny%20Meadow&font=roboto,332,0
Tiny Bear,"Tiny Bear is a gentle, illustrated story about a small adventure in a sunny meadow, perfect for reading aloud at bedtime.",Emily Iyer,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Tiny%20Bear&font=roboto,217,0
The Dragon of a Small Village,"The Dragon of a Small Village is a gentle, illustrated story about a small adventure in a small village, perfect for reading aloud at bedtime.",Yuki Grant,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Dragon%20of%20a%20Small%20Village&font=roboto,531,0
The Bear of a Small Village,"The Bear of a Small Village is a gentle, illustrated story about a small adventure in a small village, perfect for reading aloud at bedtime.",Edward Kensington,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Bear%20of%20a%20Small%20Village&font=roboto,800,0
The Star of a Small Village,"The Star of a Small Village is a gentle, illustrated story about a small adventure in a small village, perfect for reading aloud at bedtime.",Noah Reed,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Star%20of%20a%20Small%20Village&font=roboto,675,0
Rabbit of a Cozy Forest,"Rabbit of a Cozy Forest is a gentle, illustrated story about a small adventure in a cozy forest, perfect for reading aloud at bedtime.",Oliver Callahan,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Rabbit%20of%20a%20Cozy%20Forest&font=roboto,472,0
The Friend of a Sunny Meadow,"The Friend of a Sunny Meadow is a gentle, illustrated story about a small adventure in a sunny meadow, perfect for reading aloud at bedtime.",Freya Moreau,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Friend%20of%20a%20Sunny%20Meadow&font=roboto,509,0
Adventure of a Small Village,"Adventure of a Small Village is a gentle, illustrated story about a small adventure in a small village, perfect for reading aloud at bedtime.",Deborah Iyer,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=Adventure%20of%20a%20Small%20Village&font=roboto,570,0
The Star of a Sunny Meadow,"The Star of a Sunny Meadow is a gentle, illustrated story about a small adventure in a sunny meadow, perfect for reading aloud at bedtime.",Jessica Lockhart,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Star%20of%20a%20Sunny%20Meadow&font=roboto,280,0
The Brave Bear,"The Brave Bear is a gentle, illustrated story about a small adventure in a faraway land, perfect for reading aloud at bedtime.",Vikram Hayes,Children,https://placehold.co/400x600/f4a261/ffffff.png?text=The%20Brave%20Bear&font=roboto,350,0
The Ancient Heroes,"The Ancient Heroes retells the timeless stories of ancient greece, bringing familiar legends to life with fresh detail and narrative depth.",Yuki Grant,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Ancient%20Heroes&font=roboto,408,0
The Ancient Legends,"The Ancient Legends retells the timeless stories of ancient greece, bringing familiar legends to life with fresh detail and narrative depth.",Richard Grant,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Ancient%20Legends&font=roboto,765,0
Titans of the Norse Realms,"Titans of the Norse Realms retells the timeless stories of the norse realms, bringing familiar legends to life with fresh detail and narrative depth.",George Bennett,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Titans%20of%20the%20Norse%20Realms&font=roboto,241,0
Myth of Ancient Egypt,"Myth of Ancient Egypt retells the timeless stories of ancient egypt, bringing familiar legends to life with fresh detail and narrative depth.",George Thorne,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Myth%20of%20Ancient%20Egypt&font=roboto,313,0
Pantheon of Ancient Greece,"Pantheon of Ancient Greece retells the timeless stories of ancient greece, bringing familiar legends to life with fresh detail and narrative depth.",Richard Moreau,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Pantheon%20of%20Ancient%20Greece&font=roboto,163,0
Titans of Ancient Egypt,"Titans of Ancient Egypt retells the timeless stories of ancient egypt, bringing familiar legends to life with fresh detail and narrative depth.",Nancy Kobayashi,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Titans%20of%20Ancient%20Egypt&font=roboto,153,0
The Forgotten Pantheon,"The Forgotten Pantheon retells the timeless stories of the old world, bringing familiar legends to life with fresh detail and narrative depth.",Edward Moreau,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Forgotten%20Pantheon&font=roboto,338,0
Fallen Gods,"Fallen Gods retells the timeless stories of the norse realms, bringing familiar legends to life with fresh detail and narrative depth.",Melissa Winters,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Fallen%20Gods&font=roboto,583,0
Titans of the Old World,"Titans of the Old World retells the timeless stories of the old world, bringing familiar legends to life with fresh detail and narrative depth.",Joseph Callahan,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Titans%20of%20the%20Old%20World&font=roboto,275,0
Ancient Pantheon,"Ancient Pantheon retells the timeless stories of the norse realms, bringing familiar legends to life with fresh detail and narrative depth.",Mateo Blackwood,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Ancient%20Pantheon&font=roboto,870,0
The Myth of Ancient Greece,"The Myth of Ancient Greece retells the timeless stories of ancient greece, bringing familiar legends to life with fresh detail and narrative depth.",William Callahan,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Myth%20of%20Ancient%20Greece&font=roboto,654,0
The Eternal Legends,"The Eternal Legends retells the timeless stories of the old world, bringing familiar legends to life with fresh detail and narrative depth.",Michelle Delacroix,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Eternal%20Legends&font=roboto,380,0
Divine Heroes,"Divine Heroes retells the timeless stories of the old world, bringing familiar legends to life with fresh detail and narrative depth.",Anthony Reed,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Divine%20Heroes&font=roboto,636,0
The Gods of the Old World,"The Gods of the Old World retells the timeless stories of the old world, bringing familiar legends to life with fresh detail and narrative depth.",Susan Hartley,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Gods%20of%20the%20Old%20World&font=roboto,597,0
The Ancient Titans,"The Ancient Titans retells the timeless stories of the old world, bringing familiar legends to life with fresh detail and narrative depth.",Arjun Moreau,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Ancient%20Titans&font=roboto,253,0
Legends of the Norse Realms,"Legends of the Norse Realms retells the timeless stories of the norse realms, bringing familiar legends to life with fresh detail and narrative depth.",Amanda Doyle,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Legends%20of%20the%20Norse%20Realms&font=roboto,758,0
Ancient Titans,"Ancient Titans retells the timeless stories of the old world, bringing familiar legends to life with fresh detail and narrative depth.",Mateo Vance,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Ancient%20Titans&font=roboto,879,0
The Heroes of the Old World,"The Heroes of the Old World retells the timeless stories of the old world, bringing familiar legends to life with fresh detail and narrative depth.",Melissa Sharma,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Heroes%20of%20the%20Old%20World&font=roboto,831,0
Eternal Pantheon,"Eternal Pantheon retells the timeless stories of ancient egypt, bringing familiar legends to life with fresh detail and narrative depth.",Charles Osei,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Eternal%20Pantheon&font=roboto,259,0
The Divine Oracle,"The Divine Oracle retells the timeless stories of the old world, bringing familiar legends to life with fresh detail and narrative depth.",Sandra Sinclair,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Divine%20Oracle&font=roboto,179,0
The Fallen Gods,"The Fallen Gods retells the timeless stories of ancient greece, bringing familiar legends to life with fresh detail and narrative depth.",Mateo Bennett,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Fallen%20Gods&font=roboto,332,0
Sacred Myth,"Sacred Myth retells the timeless stories of ancient egypt, bringing familiar legends to life with fresh detail and narrative depth.",Karen Ashford,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Sacred%20Myth&font=roboto,785,0
The Golden Gods,"The Golden Gods retells the timeless stories of the old world, bringing familiar legends to life with fresh detail and narrative depth.",Aditya Doyle,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Golden%20Gods&font=roboto,449,0
The Heroes of Ancient Greece,"The Heroes of Ancient Greece retells the timeless stories of ancient greece, bringing familiar legends to life with fresh detail and narrative depth.",John Marlow,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Heroes%20of%20Ancient%20Greece&font=roboto,270,0
Eternal Legends,"Eternal Legends retells the timeless stories of the old world, bringing familiar legends to life with fresh detail and narrative depth.",Meera Osei,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Eternal%20Legends&font=roboto,185,0
Oracle of the Norse Realms,"Oracle of the Norse Realms retells the timeless stories of the norse realms, bringing familiar legends to life with fresh detail and narrative depth.",Michelle Winters,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Oracle%20of%20the%20Norse%20Realms&font=roboto,648,0
The Sacred Myth,"The Sacred Myth retells the timeless stories of the old world, bringing familiar legends to life with fresh detail and narrative depth.",Oliver Andersen,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Sacred%20Myth&font=roboto,630,0
Sacred Heroes,"Sacred Heroes retells the timeless stories of the norse realms, bringing familiar legends to life with fresh detail and narrative depth.",Sofia Morgan,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Sacred%20Heroes&font=roboto,549,0
The Pantheon of the Old World,"The Pantheon of the Old World retells the timeless stories of the old world, bringing familiar legends to life with fresh detail and narrative depth.",Melissa Redwood,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Pantheon%20of%20the%20Old%20World&font=roboto,477,0
The Ancient Pantheon,"The Ancient Pantheon retells the timeless stories of ancient greece, bringing familiar legends to life with fresh detail and narrative depth.",Thomas Blackwood,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Ancient%20Pantheon&font=roboto,506,0
The Golden Myth,"The Golden Myth retells the timeless stories of ancient egypt, bringing familiar legends to life with fresh detail and narrative depth.",Ronald Bishop,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Golden%20Myth&font=roboto,587,0
